,Close,20-day MA,50-day MA,200-day MA
1999-11-01,56.25,,,
1999-11-02,56.13,,,
1999-11-03,55.75,,,
1999-11-04,56.0,,,
1999-11-05,58.06,,,
1999-11-08,58.5,,,
1999-11-09,58.0,,,
1999-11-10,57.13,,,
1999-11-11,57.44,,,
1999-11-12,58.88,,,
1999-11-15,58.94,,,
1999-11-16,59.88,,,
1999-11-17,58.88,,,
1999-11-18,59.38,,,
1999-11-19,58.13,,,
1999-11-22,56.75,,,
1999-11-23,56.0,,,
1999-11-24,57.94,,,
1999-11-26,58.21,,,
1999-11-29,59.0,57.7625,,
1999-11-30,57.5,57.825,,
1999-12-01,58.57,57.94699999999999,,
1999-12-02,57.67,58.04299999999999,,
1999-12-03,59.06,58.19599999999999,,
1999-12-06,59.58,58.272000000000006,,
1999-12-07,58.0,58.247,,
1999-12-08,58.65,58.2795,,
1999-12-09,62.25,58.5355,,
1999-12-10,63.25,58.826,,
1999-12-13,68.0,59.282,,
1999-12-14,67.06,59.688,,
1999-12-15,66.01,59.994499999999995,,
1999-12-16,68.63,60.482000000000006,,
1999-12-17,65.0,60.763,,
1999-12-20,64.28,61.0705,,
1999-12-21,64.81,61.4735,,
1999-12-22,65.69,61.958000000000006,,
1999-12-23,67.38,62.43000000000001,,
1999-12-27,69.44,62.991499999999995,,
1999-12-28,69.31,63.507000000000005,,
1999-12-29,67.38,64.001,,
1999-12-30,67.81,64.463,,
1999-12-31,69.13,65.036,,
2000-01-03,66.81,65.4235,,
2000-01-04,64.31,65.66,,
2000-01-05,62.81,65.9005,,
2000-01-06,63.69,66.1525,,
2000-01-07,68.5,66.465,,
2000-01-10,67.25,66.66499999999999,,
2000-01-11,66.25,66.5775,61.7866,
2000-01-12,65.06,66.4775,61.962799999999994,
2000-01-13,65.13,66.4335,62.142799999999994,
2000-01-14,64.5,66.227,62.3178,
2000-01-18,65.56,66.255,62.50899999999999,
2000-01-19,64.06,66.244,62.629,
2000-01-20,63.38,66.1725,62.7266,
2000-01-21,62.44,66.01,62.8154,
2000-01-24,59.38,65.60999999999999,62.8604,
2000-01-25,61.13,65.1945,62.93419999999999,
2000-01-26,61.94,64.826,62.9954,
2000-01-27,59.13,64.4135,62.9992,
2000-01-28,55.13,63.779500000000006,62.9042,
2000-01-31,54.75,63.060500000000005,62.8216,
2000-02-01,58.69,62.654500000000006,62.80780000000001,
2000-02-02,58.38,62.358000000000004,62.81280000000001,
2000-02-03,58.38,62.1365,62.8454,
2000-02-04,56.31,61.767500000000005,62.8516,
2000-02-07,55.75,61.13000000000001,62.8078,
2000-02-08,59.5,60.74250000000001,62.8336,
