,Close,20-day MA,50-day MA,200-day MA
1999-11-01,135.5625,,,
1999-11-02,134.593704,,,
1999-11-03,135.5,,,
1999-11-04,136.531204,,,
1999-11-05,137.875,,,
1999-11-08,138.0,,,
1999-11-09,136.703094,,,
1999-11-10,137.718704,,,
1999-11-11,138.5,,,
1999-11-12,139.75,,,
1999-11-15,140.078094,,,
1999-11-16,141.25,,,
1999-11-17,141.625,,,
1999-11-18,142.625,,,
1999-11-19,142.5,,,
1999-11-22,142.468704,,,
1999-11-23,141.218704,,,
1999-11-24,141.968704,,,
1999-11-26,141.4375,,,
1999-11-29,140.9375,139.3421706,,
1999-11-30,139.281204,139.5281058,,
1999-12-01,140.406204,139.8187308,,
1999-12-02,141.25,140.1062308,,
1999-12-03,143.843704,140.47185580000001,,
1999-12-06,142.781204,140.71716600000002,,
1999-12-07,141.625,140.898416,,
1999-12-08,140.718704,141.0991965,,
1999-12-09,141.406204,141.2835715,,
1999-12-10,141.875,141.45232149999998,,
1999-12-13,142.125,141.5710715,,
1999-12-14,140.75,141.6046668,,
1999-12-15,141.5,141.6171668,,
1999-12-16,142.125,141.64216679999998,,
1999-12-17,142.6875,141.6452918,,
1999-12-20,141.656204,141.60310199999998,,
1999-12-21,143.8125,141.6702918,,
1999-12-22,144.1875,141.8187316,,
1999-12-23,146.484299,142.04451135,,
1999-12-27,146.281204,142.28669655,,
1999-12-28,146.1875,142.54919654999998,,
1999-12-29,146.8125,142.92576135,,
1999-12-30,146.640594,143.23748085,,
1999-12-31,146.875,143.51873085,,
2000-01-03,145.4375,143.59842065,,
2000-01-04,139.75,143.44686044999997,,
2000-01-05,140.0,143.36561045,,
2000-01-06,137.75,143.21717525,,
2000-01-07,145.75,143.43436505,,
2000-01-10,146.25,143.65311505,,
2000-01-11,144.5,143.77186505,141.55185874,
2000-01-12,143.0625,143.88749005,141.70185874,
2000-01-13,145.0,144.06249005,141.90998466000002,
2000-01-14,146.968704,144.30467525,142.13935874,
2000-01-18,145.8125,144.46092525,142.32498466,
2000-01-19,147.0,144.72811504999999,142.50748466000002,
2000-01-20,144.75,144.77499004999999,142.64248466,
2000-01-21,144.4375,144.78749005,142.79717278,
2000-01-24,140.343704,144.4804603,142.84967278,
2000-01-25,141.9375,144.26327510000002,142.91842278000001,
2000-01-26,140.8125,143.9945251,142.93967278,
2000-01-27,140.25,143.6664001,142.94311090000002,
2000-01-28,135.875,143.1281204,142.8356109,
2000-01-31,139.5625,142.7624954,142.79436090000002,
2000-02-01,140.9375,142.5374954,142.76061090000002,
2000-02-02,141.0625,142.60312040000002,142.73186090000002,
2000-02-03,143.1875,142.7624954,142.74623682,
2000-02-04,142.593704,143.0046806,142.77373681999998,
2000-02-07,142.375,142.8359306,142.78186274,
2000-02-08,144.3125,142.7390556,142.83936273999998,
2000-02-09,141.281204,142.5781158,142.84623682,
2000-02-10,141.5625,142.5031158,142.89186274,
2000-02-11,138.6875,142.1874908,142.85748866,
2000-02-14,139.5,141.8140556,142.82248866,
