,Close,20-day MA,50-day MA,200-day MA
1999-11-01,38.5,,,
1999-11-02,38.12,,,
1999-11-03,38.56,,,
1999-11-04,37.25,,,
1999-11-05,34.75,,,
1999-11-08,34.75,,,
1999-11-09,35.0,,,
1999-11-10,35.0,,,
1999-11-11,35.38,,,
1999-11-12,35.13,,,
1999-11-15,35.0,,,
1999-11-16,33.88,,,
1999-11-17,33.81,,,
1999-11-18,33.69,,,
1999-11-19,33.75,,,
1999-11-22,35.0,,,
1999-11-23,35.69,,,
1999-11-24,36.38,,,
1999-11-26,36.0,,,
1999-11-29,37.44,35.654,,
1999-11-30,36.25,35.5415,,
1999-12-01,35.9,35.4305,,
1999-12-02,36.01,35.303000000000004,,
1999-12-03,35.75,35.228,,
1999-12-06,35.06,35.2435,,
1999-12-07,33.81,35.1965,,
1999-12-08,34.0,35.1465,,
1999-12-09,33.75,35.084,,
1999-12-10,33.88,35.009,,
1999-12-13,33.13,34.909,,
1999-12-14,33.38,34.827999999999996,,
1999-12-15,34.25,34.8465,,
1999-12-16,34.0,34.856,,
1999-12-17,33.25,34.833999999999996,,
1999-12-20,32.91,34.791999999999994,,
1999-12-21,32.63,34.6735,,
1999-12-22,33.75,34.576499999999996,,
1999-12-23,34.13,34.464,,
1999-12-27,34.5,34.388999999999996,,
1999-12-28,33.63,34.1985,,
1999-12-29,32.88,34.03,,
1999-12-30,32.69,33.8695,,
1999-12-31,32.44,33.691,,
2000-01-03,31.88,33.4975,,
2000-01-04,30.69,33.279,,
2000-01-05,31.25,33.150999999999996,,
2000-01-06,32.31,33.066500000000005,,
2000-01-07,34.5,33.104,,
2000-01-10,34.44,33.132,,
2000-01-11,34.38,33.1945,34.4902,
2000-01-12,35.13,33.282,34.4228,
2000-01-13,37.0,33.4195,34.400400000000005,
2000-01-14,37.0,33.5695,34.3692,
2000-01-18,36.5,33.732,34.3542,
2000-01-19,37.0,33.9365,34.3992,
2000-01-20,36.39,34.1245,34.431999999999995,
2000-01-21,35.06,34.190000000000005,34.4332,
2000-01-24,34.38,34.2025,34.4208,
2000-01-25,34.88,34.2215,34.4108,
2000-01-26,34.88,34.284,34.4058,
2000-01-27,34.5,34.364999999999995,34.3958,
2000-01-28,35.19,34.49,34.422000000000004,
2000-01-31,36.19,34.677499999999995,34.4696,
2000-02-01,37.0,34.933499999999995,34.5358,
2000-02-02,36.0,35.199,34.5808,
2000-02-03,35.63,35.418,34.5934,
